seq,id,ra,dec,mag,tile,jwst1_png,jwst2_png
429,1502751352018469681,150.275135,1.846968,17.82,A10,sn_euclid_only_0429_jwst1.png,sn_euclid_only_0429_jwst2.png
430,1499237795025766226,149.923780,2.576623,23.57,B1,sn_euclid_only_0430_jwst1.png,sn_euclid_only_0430_jwst2.png
431,1499545804025076930,149.954580,2.507693,19.90,B1,sn_euclid_only_0431_jwst1.png,sn_euclid_only_0431_jwst2.png
432,1499454693024382199,149.945469,2.438220,18.30,B6,sn_euclid_only_0432_jwst1.png,sn_euclid_only_0432_jwst2.png
433,1499272063025466843,149.927206,2.546684,18.01,B1,sn_euclid_only_0433_jwst1.png,sn_euclid_only_0433_jwst2.png
434,1498239705020117773,149.823971,2.011777,18.59,A6,sn_euclid_only_0434_jwst1.png,sn_euclid_only_0434_jwst2.png
435,1497445065020275162,149.744507,2.027516,19.61,A6,sn_euclid_only_0435_jwst1.png,sn_euclid_only_0435_jwst2.png
436,1501822187018507997,150.182219,1.850800,18.48,A9,sn_euclid_only_0436_jwst1.png,sn_euclid_only_0436_jwst2.png
437,1499101543024561929,149.910154,2.456193,17.64,B6,sn_euclid_only_0437_jwst1.png,sn_euclid_only_0437_jwst2.png
438,1498335178020583007,149.833518,2.058301,18.86,A6,sn_euclid_only_0438_jwst1.png,sn_euclid_only_0438_jwst2.png
439,1502410240018755309,150.241024,1.875531,19.27,A10,sn_euclid_only_0439_jwst1.png,sn_euclid_only_0439_jwst2.png
440,1504819918023717155,150.481992,2.371716,15.34,B5,sn_euclid_only_0440_jwst1.png,sn_euclid_only_0440_jwst2.png
441,1499256397025740363,149.925640,2.574036,20.06,B1,sn_euclid_only_0441_jwst1.png,sn_euclid_only_0441_jwst2.png
442,1502125150020433798,150.212515,2.043380,15.61,A4,sn_euclid_only_0442_jwst1.png,sn_euclid_only_0442_jwst2.png
443,1499059601020257603,149.905960,2.025760,18.76,A7,sn_euclid_only_0443_jwst1.png,sn_euclid_only_0443_jwst2.png
444,1499148802021115342,149.914880,2.111534,16.12,A2,sn_euclid_only_0444_jwst1.png,sn_euclid_only_0444_jwst2.png
445,1502505239020202004,150.250524,2.020200,18.59,A4,sn_euclid_only_0445_jwst1.png,sn_euclid_only_0445_jwst2.png
446,1503063457020765356,150.306346,2.076536,18.00,A4,sn_euclid_only_0446_jwst1.png,sn_euclid_only_0446_jwst2.png
447,1499414812020178353,149.941481,2.017835,18.03,A7,sn_euclid_only_0447_jwst1.png,sn_euclid_only_0447_jwst2.png
448,1503234389021077463,150.323439,2.107746,23.20,A4,sn_euclid_only_0448_jwst1.png,sn_euclid_only_0448_jwst2.png
449,1498718444021006830,149.871844,2.100683,18.35,A1,sn_euclid_only_0449_jwst1.png,sn_euclid_only_0449_jwst2.png
450,1503056904021185842,150.305690,2.118584,18.44,A4,sn_euclid_only_0450_jwst1.png,sn_euclid_only_0450_jwst2.png
451,1502354893019170840,150.235489,1.917084,19.26,A9,sn_euclid_only_0451_jwst1.png,sn_euclid_only_0451_jwst2.png
452,1503382658020941089,150.338266,2.094109,22.16,A5,sn_euclid_only_0452_jwst1.png,sn_euclid_only_0452_jwst2.png
453,1505080607023843945,150.508061,2.384395,24.22,B5,sn_euclid_only_0453_jwst1.png,sn_euclid_only_0453_jwst2.png
454,1499330442020858702,149.933044,2.085870,18.51,A2,sn_euclid_only_0454_jwst1.png,sn_euclid_only_0454_jwst2.png
455,1497898012019635863,149.789801,1.963586,22.18,A6,sn_euclid_only_0455_jwst1.png,sn_euclid_only_0455_jwst2.png
456,1498852081020236424,149.885208,2.023642,16.49,A7,sn_euclid_only_0456_jwst1.png,sn_euclid_only_0456_jwst2.png
457,1497639504020749681,149.763950,2.074968,16.70,A6,sn_euclid_only_0457_jwst1.png,sn_euclid_only_0457_jwst2.png
458,1497378855020599960,149.737886,2.059996,24.33,A6,sn_euclid_only_0458_jwst1.png,sn_euclid_only_0458_jwst2.png
459,1497578942019887967,149.757894,1.988797,18.83,A6,sn_euclid_only_0459_jwst1.png,sn_euclid_only_0459_jwst2.png
460,1502847291020420241,150.284729,2.042024,17.45,A4,sn_euclid_only_0460_jwst1.png,sn_euclid_only_0460_jwst2.png
461,1503659507020261354,150.365951,2.026135,25.04,A5,sn_euclid_only_0461_jwst1.png,sn_euclid_only_0461_jwst2.png
462,1502079678020833354,150.207968,2.083335,19.55,A4,sn_euclid_only_0462_jwst1.png,sn_euclid_only_0462_jwst2.png
463,1502360574021813684,150.236057,2.181368,18.67,B9,sn_euclid_only_0463_jwst1.png,sn_euclid_only_0463_jwst2.png
464,1503604289022345356,150.360429,2.234536,24.68,B9,sn_euclid_only_0464_jwst1.png,sn_euclid_only_0464_jwst2.png
465,1503586844023172704,150.358684,2.317270,15.88,B9,sn_euclid_only_0465_jwst1.png,sn_euclid_only_0465_jwst2.png
466,1502060148020006174,150.206015,2.000617,17.78,A4,sn_euclid_only_0466_jwst1.png,sn_euclid_only_0466_jwst2.png
467,1504750034023722519,150.475003,2.372252,16.29,B5,sn_euclid_only_0467_jwst1.png,sn_euclid_only_0467_jwst2.png
468,1502672534019570683,150.267253,1.957068,17.68,A10,sn_euclid_only_0468_jwst1.png,sn_euclid_only_0468_jwst2.png
469,1503488648019291869,150.348865,1.929187,25.10,A5,sn_euclid_only_0469_jwst1.png,sn_euclid_only_0469_jwst2.png
470,1503780396021125852,150.378040,2.112585,15.61,A5,sn_euclid_only_0470_jwst1.png,sn_euclid_only_0470_jwst2.png
471,1502497813019468225,150.249781,1.946823,16.66,A9,sn_euclid_only_0471_jwst1.png,sn_euclid_only_0471_jwst2.png
472,1503187766019899996,150.318777,1.990000,17.75,A5,sn_euclid_only_0472_jwst1.png,sn_euclid_only_0472_jwst2.png
473,1500018289019201969,150.001829,1.920197,17.98,A8,sn_euclid_only_0473_jwst1.png,sn_euclid_only_0473_jwst2.png
474,1501256332019649972,150.125633,1.964997,16.27,A8,sn_euclid_only_0474_jwst1.png,sn_euclid_only_0474_jwst2.png
475,1501032373020419519,150.103237,2.041952,17.75,A3,sn_euclid_only_0475_jwst1.png,sn_euclid_only_0475_jwst2.png
476,1500576651021040029,150.057665,2.104003,17.74,A3,sn_euclid_only_0476_jwst1.png,sn_euclid_only_0476_jwst2.png
477,1501072471019009857,150.107247,1.900986,19.36,A8,sn_euclid_only_0477_jwst1.png,sn_euclid_only_0477_jwst2.png
478,1500056328020063369,150.005633,2.006337,17.74,A8,sn_euclid_only_0478_jwst1.png,sn_euclid_only_0478_jwst2.png
479,1501594367020548673,150.159437,2.054867,17.25,A3,sn_euclid_only_0479_jwst1.png,sn_euclid_only_0479_jwst2.png
480,1502315244018868561,150.231524,1.886856,19.14,A9,sn_euclid_only_0480_jwst1.png,sn_euclid_only_0480_jwst2.png
481,1503852428021991304,150.385243,2.199130,18.53,B10,sn_euclid_only_0481_jwst1.png,sn_euclid_only_0481_jwst2.png
482,1502324738022529694,150.232474,2.252969,20.56,B8,sn_euclid_only_0482_jwst1.png,sn_euclid_only_0482_jwst2.png
483,1503317476022074849,150.331748,2.207485,22.67,B9,sn_euclid_only_0483_jwst1.png,sn_euclid_only_0483_jwst2.png
484,1502321293022517392,150.232129,2.251739,24.41,B8,sn_euclid_only_0484_jwst1.png,sn_euclid_only_0484_jwst2.png
485,1502213881022758470,150.221388,2.275847,15.68,B8,sn_euclid_only_0485_jwst1.png,sn_euclid_only_0485_jwst2.png
486,1503906097022030321,150.390610,2.203032,17.54,B10,sn_euclid_only_0486_jwst1.png,sn_euclid_only_0486_jwst2.png
487,1503760082022251501,150.376008,2.225150,25.15,B10,sn_euclid_only_0487_jwst1.png,sn_euclid_only_0487_jwst2.png
488,1503510477020103147,150.351048,2.010315,17.67,A5,sn_euclid_only_0488_jwst1.png,sn_euclid_only_0488_jwst2.png
489,1504392981022545467,150.439298,2.254547,23.35,B10,sn_euclid_only_0489_jwst1.png,sn_euclid_only_0489_jwst2.png
490,1502415056023505044,150.241506,2.350504,15.42,B8,sn_euclid_only_0490_jwst1.png,sn_euclid_only_0490_jwst2.png
491,1502234612023415789,150.223461,2.341579,18.45,B8,sn_euclid_only_0491_jwst1.png,sn_euclid_only_0491_jwst2.png
492,1500224712019426021,150.022471,1.942602,17.53,A8,sn_euclid_only_0492_jwst1.png,sn_euclid_only_0492_jwst2.png
493,1500162973020973795,150.016297,2.097380,15.61,A2,sn_euclid_only_0493_jwst1.png,sn_euclid_only_0493_jwst2.png
494,1499967590018845866,149.996759,1.884587,19.94,A8,sn_euclid_only_0494_jwst1.png,sn_euclid_only_0494_jwst2.png
495,1499654378019254668,149.965438,1.925467,18.25,A7,sn_euclid_only_0495_jwst1.png,sn_euclid_only_0495_jwst2.png
496,1501351108020278194,150.135111,2.027819,15.50,A3,sn_euclid_only_0496_jwst1.png,sn_euclid_only_0496_jwst2.png
497,1501748828020797731,150.174883,2.079773,16.66,A3,sn_euclid_only_0497_jwst1.png,sn_euclid_only_0497_jwst2.png
498,1501051537020856288,150.105154,2.085629,15.79,A3,sn_euclid_only_0498_jwst1.png,sn_euclid_only_0498_jwst2.png
499,1500866743019227780,150.086674,1.922778,17.57,A8,sn_euclid_only_0499_jwst1.png,sn_euclid_only_0499_jwst2.png
500,1501744221019108492,150.174422,1.910849,17.91,A9,sn_euclid_only_0500_jwst1.png,sn_euclid_only_0500_jwst2.png
501,1501978473019913306,150.197847,1.991331,15.50,A4,sn_euclid_only_0501_jwst1.png,sn_euclid_only_0501_jwst2.png
502,1501369654021146916,150.136965,2.114692,16.26,A3,sn_euclid_only_0502_jwst1.png,sn_euclid_only_0502_jwst2.png
503,1499936835020219974,149.993684,2.021997,17.43,A7,sn_euclid_only_0503_jwst1.png,sn_euclid_only_0503_jwst2.png
504,1500443106020831389,150.044311,2.083139,15.52,A3,sn_euclid_only_0504_jwst1.png,sn_euclid_only_0504_jwst2.png
505,1501177089019026177,150.117709,1.902618,18.10,A9,sn_euclid_only_0505_jwst1.png,sn_euclid_only_0505_jwst2.png
506,1503800188023466872,150.380019,2.346687,17.91,B4,sn_euclid_only_0506_jwst1.png,sn_euclid_only_0506_jwst2.png
507,1500656272024160629,150.065627,2.416063,25.43,B7,sn_euclid_only_0507_jwst1.png,sn_euclid_only_0507_jwst2.png
508,1499850824020687436,149.985082,2.068744,15.44,A2,sn_euclid_only_0508_jwst1.png,sn_euclid_only_0508_jwst2.png
509,1500009040025585176,150.000904,2.558518,18.62,B1,sn_euclid_only_0509_jwst1.png,sn_euclid_only_0509_jwst2.png
510,1501083079024039290,150.108308,2.403929,16.45,B7,sn_euclid_only_0510_jwst1.png,sn_euclid_only_0510_jwst2.png
511,1500080059024879946,150.008006,2.487995,15.96,B1,sn_euclid_only_0511_jwst1.png,sn_euclid_only_0511_jwst2.png
512,1502189377024812249,150.218938,2.481225,16.76,B3,sn_euclid_only_0512_jwst1.png,sn_euclid_only_0512_jwst2.png
513,1502475319023897088,150.247532,2.389709,15.61,B3,sn_euclid_only_0513_jwst1.png,sn_euclid_only_0513_jwst2.png
514,1503142059024225011,150.314206,2.422501,15.90,B4,sn_euclid_only_0514_jwst1.png,sn_euclid_only_0514_jwst2.png
515,1500092054022143168,150.009205,2.214317,19.74,A2,sn_euclid_only_0515_jwst1.png,sn_euclid_only_0515_jwst2.png
516,1500168439024906540,150.016844,2.490654,19.33,B1,sn_euclid_only_0516_jwst1.png,sn_euclid_only_0516_jwst2.png
517,1504886494023932942,150.488649,2.393294,18.38,B5,sn_euclid_only_0517_jwst1.png,sn_euclid_only_0517_jwst2.png
518,1500346577025440335,150.034658,2.544034,20.34,B1,sn_euclid_only_0518_jwst1.png,sn_euclid_only_0518_jwst2.png
519,1501414790023578439,150.141479,2.357844,25.42,B8,sn_euclid_only_0519_jwst1.png,sn_euclid_only_0519_jwst2.png
520,1499948529022503822,149.994853,2.250382,17.49,A2,sn_euclid_only_0520_jwst1.png,sn_euclid_only_0520_jwst2.png
521,1501734009021257443,150.173401,2.125744,18.34,A3,sn_euclid_only_0521_jwst1.png,sn_euclid_only_0521_jwst2.png
522,1504842339024338634,150.484234,2.433863,16.80,B5,sn_euclid_only_0522_jwst1.png,sn_euclid_only_0522_jwst2.png
523,1500036372024393315,150.003637,2.439332,24.55,B7,sn_euclid_only_0523_jwst1.png,sn_euclid_only_0523_jwst2.png
524,1501409377022608662,150.140938,2.260866,18.19,B8,sn_euclid_only_0524_jwst1.png,sn_euclid_only_0524_jwst2.png
525,1503583936024389451,150.358394,2.438945,16.22,B4,sn_euclid_only_0525_jwst1.png,sn_euclid_only_0525_jwst2.png
526,1501367614023875536,150.136761,2.387554,15.50,B8,sn_euclid_only_0526_jwst1.png,sn_euclid_only_0526_jwst2.png
527,1501369725023393603,150.136973,2.339360,17.83,B8,sn_euclid_only_0527_jwst1.png,sn_euclid_only_0527_jwst2.png
528,1499718194023169733,149.971819,2.316973,18.49,B7,sn_euclid_only_0528_jwst1.png,sn_euclid_only_0528_jwst2.png
529,1500465133021882727,150.046513,2.188273,16.86,A2,sn_euclid_only_0529_jwst1.png,sn_euclid_only_0529_jwst2.png
530,1502844738024339279,150.284474,2.433928,22.82,B3,sn_euclid_only_0530_jwst1.png,sn_euclid_only_0530_jwst2.png
531,1501543250024373319,150.154325,2.437332,16.32,B3,sn_euclid_only_0531_jwst1.png,sn_euclid_only_0531_jwst2.png
532,1502236384024806620,150.223638,2.480662,19.05,B3,sn_euclid_only_0532_jwst1.png,sn_euclid_only_0532_jwst2.png
533,1504327446024114702,150.432745,2.411470,18.53,B4,sn_euclid_only_0533_jwst1.png,sn_euclid_only_0533_jwst2.png
534,1501501137021702077,150.150114,2.170208,16.62,A3,sn_euclid_only_0534_jwst1.png,sn_euclid_only_0534_jwst2.png
535,1502739463024726015,150.273946,2.472602,16.63,B3,sn_euclid_only_0535_jwst1.png,sn_euclid_only_0535_jwst2.png
536,1502100711024660240,150.210071,2.466024,18.63,B3,sn_euclid_only_0536_jwst1.png,sn_euclid_only_0536_jwst2.png
537,1502824711024147885,150.282471,2.414789,23.61,B3,sn_euclid_only_0537_jwst1.png,sn_euclid_only_0537_jwst2.png
538,1499938974024629192,149.993897,2.462919,17.82,B1,sn_euclid_only_0538_jwst1.png,sn_euclid_only_0538_jwst2.png
539,1500009982023851172,150.000998,2.385117,16.53,B7,sn_euclid_only_0539_jwst1.png,sn_euclid_only_0539_jwst2.png
540,1500114017025241965,150.011402,2.524197,17.08,B1,sn_euclid_only_0540_jwst1.png,sn_euclid_only_0540_jwst2.png
541,1500698706024456976,150.069871,2.445698,24.63,B2,sn_euclid_only_0541_jwst1.png,sn_euclid_only_0541_jwst2.png
542,1501450329024137763,150.145033,2.413776,17.98,B3,sn_euclid_only_0542_jwst1.png,sn_euclid_only_0542_jwst2.png
543,1502028374024667214,150.202837,2.466721,18.81,B3,sn_euclid_only_0543_jwst1.png,sn_euclid_only_0543_jwst2.png
544,1500100224024665804,150.010022,2.466580,18.50,B2,sn_euclid_only_0544_jwst1.png,sn_euclid_only_0544_jwst2.png
545,1501832019024457158,150.183202,2.445716,17.36,B3,sn_euclid_only_0545_jwst1.png,sn_euclid_only_0545_jwst2.png
546,1500628487024118310,150.062849,2.411831,18.31,B7,sn_euclid_only_0546_jwst1.png,sn_euclid_only_0546_jwst2.png
547,1503279559023835351,150.327956,2.383535,18.03,B4,sn_euclid_only_0547_jwst1.png,sn_euclid_only_0547_jwst2.png
548,1502451372025380664,150.245137,2.538066,15.42,B3,sn_euclid_only_0548_jwst1.png,sn_euclid_only_0548_jwst2.png
549,1500292688025843416,150.029269,2.584342,15.76,B1,sn_euclid_only_0549_jwst1.png,sn_euclid_only_0549_jwst2.png
550,1503509253024719042,150.350925,2.471904,18.78,B4,sn_euclid_only_0550_jwst1.png,sn_euclid_only_0550_jwst2.png
551,1502693385024601356,150.269339,2.460136,17.72,B3,sn_euclid_only_0551_jwst1.png,sn_euclid_only_0551_jwst2.png
552,1502708139024791043,150.270814,2.479104,19.86,B3,sn_euclid_only_0552_jwst1.png,sn_euclid_only_0552_jwst2.png
553,1502906283024646717,150.290628,2.464672,19.59,B3,sn_euclid_only_0553_jwst1.png,sn_euclid_only_0553_jwst2.png
554,1503068915024583127,150.306892,2.458313,15.55,B3,sn_euclid_only_0554_jwst1.png,sn_euclid_only_0554_jwst2.png
555,1501999304022093362,150.199930,2.209336,15.29,B8,sn_euclid_only_0555_jwst1.png,sn_euclid_only_0555_jwst2.png
556,1501296486023450898,150.129649,2.345090,25.31,B8,sn_euclid_only_0556_jwst1.png,sn_euclid_only_0556_jwst2.png
557,1500842430021361896,150.084243,2.136190,23.02,A3,sn_euclid_only_0557_jwst1.png,sn_euclid_only_0557_jwst2.png
558,1499728241022336006,149.972824,2.233601,17.83,A2,sn_euclid_only_0558_jwst1.png,sn_euclid_only_0558_jwst2.png
559,1500584663023537783,150.058466,2.353778,21.82,B7,sn_euclid_only_0559_jwst1.png,sn_euclid_only_0559_jwst2.png
560,1499977829024352138,149.997783,2.435214,23.86,B7,sn_euclid_only_0560_jwst1.png,sn_euclid_only_0560_jwst2.png
561,1501338365023433031,150.133837,2.343303,15.52,B8,sn_euclid_only_0561_jwst1.png,sn_euclid_only_0561_jwst2.png
562,1500042873022654412,150.004287,2.265441,23.84,B7,sn_euclid_only_0562_jwst1.png,sn_euclid_only_0562_jwst2.png
563,1501731301021982439,150.173130,2.198244,25.32,B8,sn_euclid_only_0563_jwst1.png,sn_euclid_only_0563_jwst2.png
564,1499789567022724035,149.978957,2.272404,19.31,B7,sn_euclid_only_0564_jwst1.png,sn_euclid_only_0564_jwst2.png
565,1500279081021398845,150.027908,2.139885,15.61,A2,sn_euclid_only_0565_jwst1.png,sn_euclid_only_0565_jwst2.png
566,1502099731022601656,150.209973,2.260166,24.87,B8,sn_euclid_only_0566_jwst1.png,sn_euclid_only_0566_jwst2.png
567,1502928347023970183,150.292835,2.397018,18.88,B4,sn_euclid_only_0567_jwst1.png,sn_euclid_only_0567_jwst2.png
568,1501362216023279686,150.136222,2.327969,18.97,B8,sn_euclid_only_0568_jwst1.png,sn_euclid_only_0568_jwst2.png
569,1499036797023027862,149.903680,2.302786,22.27,B6,sn_euclid_only_0569_jwst1.png,sn_euclid_only_0569_jwst2.png
570,1500894486023539529,150.089449,2.353953,18.22,B7,sn_euclid_only_0570_jwst1.png,sn_euclid_only_0570_jwst2.png
571,1498381988023311346,149.838199,2.331135,16.98,B6,sn_euclid_only_0571_jwst1.png,sn_euclid_only_0571_jwst2.png
572,1499197139023538097,149.919714,2.353810,17.94,B6,sn_euclid_only_0572_jwst1.png,sn_euclid_only_0572_jwst2.png
573,1498520955023150030,149.852096,2.315003,19.42,B6,sn_euclid_only_0573_jwst1.png,sn_euclid_only_0573_jwst2.png
574,1497801212021329480,149.780121,2.132948,19.02,A1,sn_euclid_only_0574_jwst1.png,sn_euclid_only_0574_jwst2.png
575,1499661572023661322,149.966157,2.366132,16.73,B6,sn_euclid_only_0575_jwst1.png,sn_euclid_only_0575_jwst2.png
576,1498444855022171748,149.844486,2.217175,19.25,A1,sn_euclid_only_0576_jwst1.png,sn_euclid_only_0576_jwst2.png
577,1499428151022594547,149.942815,2.259455,18.34,A2,sn_euclid_only_0577_jwst1.png,sn_euclid_only_0577_jwst2.png
578,1498619601021544199,149.861960,2.154420,18.42,A1,sn_euclid_only_0578_jwst1.png,sn_euclid_only_0578_jwst2.png
579,1499163810021483323,149.916381,2.148332,23.88,A2,sn_euclid_only_0579_jwst1.png,sn_euclid_only_0579_jwst2.png
580,1498278391023130803,149.827839,2.313080,18.60,A1,sn_euclid_only_0580_jwst1.png,sn_euclid_only_0580_jwst2.png
581,1498334058022586902,149.833406,2.258690,16.65,A1,sn_euclid_only_0581_jwst1.png,sn_euclid_only_0581_jwst2.png
582,1498167441021991998,149.816744,2.199200,19.41,A1,sn_euclid_only_0582_jwst1.png,sn_euclid_only_0582_jwst2.png
583,1499052577022661482,149.905258,2.266148,16.07,A1,sn_euclid_only_0583_jwst1.png,sn_euclid_only_0583_jwst2.png
584,1499443922023320951,149.944392,2.332095,17.99,B6,sn_euclid_only_0584_jwst1.png,sn_euclid_only_0584_jwst2.png
585,1499146458021285771,149.914646,2.128577,19.39,A2,sn_euclid_only_0585_jwst1.png,sn_euclid_only_0585_jwst2.png
